Unnamed: 0,POS_sentence,POS_word,base,dep,freq,function,index_s,ld20,length,open,story,type,v_onset,word,xmax,xmin,local_freq,entropy,isV,isN,isC,is_key,is_key_and_C,duration,freq_binary,freq_quart,sc_onset,ivc_avg,Entropy_Roark,Surprisal_Roark,env_avg
1034,ADJA,ADJA,dritt,6.0,16.0,attr,5.0,1.5,0.49,1.0,5.0,low,70.11,dritten,70.52,70.03,0.000247525,5.09e-07,1,1,1,0,0,0.4899999999999949,1,4,521.6945,0.32429810674858195,5.023,6.301,-0.43912252819722875
1035,NN,N,Tag,4.0,7.0,pn,6.0,1.25,0.38,0.0,5.0,low,70.55,Tage,70.9,70.52,0.004455446,5.97e-06,0,1,1,1,1,0.3800000000000097,1,3,522.1345,0.2365244083042344,7.277,7.976,-0.3699541817325799
1036,APPR,PREP,von,6.0,2.0,pp,7.0,1.0,0.07,0.0,5.0,low,70.98,von,71.05,70.98,0.012376238,1.35e-05,0,0,0,0,0,0.06999999999999318,0,1,522.5645,-0.3853709938688989,4.34,2.0469999999999997,-0.6658328156304119
1037,PDS,PRO,die,7.0,0.0,pn,8.0,1.15,0.09,0.0,5.0,low,76.82,der,76.88,76.79,0.109653465,6e-05,0,1,0,0,0,0.0899999999999892,0,1,528.4045,-0.8152544507459669,6.096,0.746,-0.7360539219531974
1038,NN,N,Tempelanhöhe,0.0,24.0,root,1.0,5.55,2.87,0.0,6.0,low,5.17,Tempelanhöhe,8.0,5.13,0.000247525,5.09e-07,0,1,1,0,0,2.87,1,4,534.2817,-0.3265773968185645,7.382999999999999,1.834,0.09431702932129721
1039,ART,ART,die,4.0,0.0,det,2.0,1.25,0.27,1.0,6.0,low,8.33,die,8.49,8.22,0.109653465,6e-05,0,0,0,0,0,0.2699999999999996,0,1,537.4417000000002,1.1899794908165968,4.649,2.246,-0.017801135553255517
1040,ADJA,ADJA,rot,4.0,11.0,attr,3.0,1.2,1.0,2.0,6.0,low,8.52,rote,9.49,8.49,0.001732673,2.73e-06,1,1,1,0,0,1.0,1,3,537.6317,0.2975339544105778,7.8260000000000005,7.2410000000000005,0.23078873044002163
1041,NN,N,Stiege,0.0,15.0,root,4.0,1.8,0.54,0.0,6.0,low,9.55,Stiege,10.03,9.49,0.000247525,5.09e-07,0,1,1,1,1,0.5399999999999991,1,4,538.6617,-0.044045742263921946,7.484,1.624,-0.015634862211379733
1042,ADV,ADV,hinab,4.0,11.0,adv,5.0,2.35,0.65,0.0,6.0,low,10.19,hinab,10.81,10.16,0.000742574,1.32e-06,1,1,1,0,0,0.6500000000000004,1,3,539.3017000000001,0.19418476241414734,4.419,6.936,-0.1436506956760024
1043,KON,KON,und,5.0,1.0,kon,6.0,1.45,0.22,0.0,6.0,low,11.22,und,11.44,11.22,0.048514851,3.63e-05,0,0,0,0,0,0.21999999999999886,0,1,540.3317000000002,-0.10687151906389022,1.7,0.8029999999999999,-0.35857715748528385
1044,ADV,ADV,unten,6.0,10.0,cj,7.0,1.9,0.46,0.0,6.0,low,11.44,unten,11.9,11.44,0.001237624,2.05e-06,1,1,1,0,0,0.4600000000000009,1,3,540.5517000000001,-0.2067920701043768,5.572,8.624,-0.13291784027978676
1045,APPR,PREP,durch,4.0,4.0,pp,8.0,1.85,0.19,0.0,6.0,low,11.95,durch,12.09,11.9,0.001732673,2.73e-06,0,0,0,1,0,0.1899999999999995,0,2,541.0617000000002,0.1255352241610827,5.041,2.633,-0.10046854797865726
1046,ART,ART,die,10.0,0.0,det,9.0,1.25,0.18,1.0,6.0,low,12.15,die,12.27,12.09,0.109653465,6e-05,0,0,0,0,0,0.17999999999999972,0,1,541.2617,0.10720102138633024,5.89,0.773,-0.344997846935591
1047,NN,N,Gartenweg,8.0,18.0,pn,10.0,3.2,0.76,0.0,6.0,low,12.31,Gartenwege,13.03,12.27,0.000247525,5.09e-07,0,1,1,0,0,0.7599999999999998,1,4,541.4217,0.3537993597112556,8.144,1.919,0.4043119799249031
1048,APPRART,PREP,zu,10.0,2.0,pp,11.0,1.8,0.21,0.0,6.0,low,13.13,zur,13.24,13.03,0.010643564,1.2e-05,0,0,0,0,0,0.21000000000000085,0,1,542.2417,-0.26176594508669465,5.876,1.876,-0.12501820217398676
1049,NN,N,Stadt,11.0,6.0,pn,12.0,1.4,0.34,0.0,6.0,low,13.36,Stadt,13.58,13.24,0.001237624,2.05e-06,0,1,1,0,0,0.33999999999999986,1,2,542.4717,-0.2679076673413121,7.2070000000000025,7.752999999999999,-0.09861953092250252
1050,NE,N,Rangoon,12.0,18.0,app,13.0,1.9,0.54,0.0,6.0,low,13.63,Rangoon,14.12,13.58,0.001980198,3.05e-06,0,1,1,0,0,0.5399999999999991,1,4,542.7417,-0.5405885068491388,5.779,1.7269999999999999,-0.08341003574691237
1051,PWAV,PWAV,wo,21.0,6.0,adv,15.0,1.45,0.23,1.0,6.0,low,14.68,wo,14.88,14.65,0.001237624,2.05e-06,0,0,0,0,0,0.23000000000000045,1,2,543.7917,-0.08741514835094383,6.519,0.789,-0.0166149687724791
1052,ADV,ADV,überall,21.0,9.0,adv,16.0,2.45,0.81,2.0,6.0,low,14.88,überall,15.69,14.88,0.000247525,5.09e-07,1,1,1,1,1,0.8099999999999987,1,3,543.9917,0.25113031219386645,4.833,7.039,0.39603963557326544
1053,ART,ART,die,19.0,0.0,det,17.0,1.25,0.13,3.0,6.0,low,15.96,die,16.06,15.93,0.109653465,6e-05,0,0,0,0,0,0.129999999999999,0,1,545.0717000000002,0.18510659053316209,6.478,0.917,0.29015899351582614
1054,ADJA,ADJA,rosarot,19.0,16.0,attr,18.0,3.85,0.74,4.0,6.0,low,16.1,rosarote,16.8,16.06,0.000247525,5.09e-07,1,1,1,0,0,0.7400000000000021,1,4,545.2117000000002,-0.15192526881930088,7.939,3.1689999999999996,1.2255298838596707
1055,NN,N,Akazie,21.0,18.0,subj,19.0,3.05,0.66,3.0,6.0,low,16.8,Akazie,17.46,16.8,0.000247525,5.09e-07,0,1,1,0,0,0.6600000000000001,1,4,545.9117,-0.5737733104648077,8.081,1.591,0.1373209057024253
1056,ADJD,ADV,zierlich,21.0,14.0,adv,20.0,2.6,0.38,4.0,6.0,low,17.65,zierlich,17.95,17.57,0.000247525,5.09e-07,1,1,1,0,0,0.37999999999999895,1,4,546.7617,-0.6639504309589687,6.142,2.7260000000000004,0.12353363085267811
1057,VVFIN,V,blühen,13.0,13.0,rel,21.0,1.9,0.38,0.0,6.0,low,18.11,blühte,18.43,18.05,0.000247525,5.09e-07,1,1,1,0,0,0.37999999999999895,1,4,547.2217,-0.6322945475822574,6.016,3.1180000000000003,-0.4865866380970812
1058,PPER,PRO,er,2.0,3.0,subj,1.0,1.15,0.19,1.0,6.0,low,19.27,Er,19.46,19.27,0.025,2.28e-05,0,1,0,0,0,0.19000000000000128,0,2,548.3817,-0.6527467222629015,5.939,1.432,1.13067996021868
1059,VVFIN,V,finden,0.0,7.0,root,2.0,1.15,0.305,0.0,6.0,low,19.46,fand,19.765,19.46,0.000742574,1.32e-06,1,1,1,0,0,0.3049999999999997,1,3,548.5717000000002,-0.5544754459174269,5.791,6.682,1.1234389649927157
1060,PRF,PRO,sie,2.0,3.0,obja,3.0,1.4,0.175,0.0,6.0,low,19.765,sich,19.94,19.765,0.016831683,1.7e-05,0,1,0,0,0,0.1750000000000007,0,2,548.8767,-0.6626219388626635,5.237,0.013000000000000001,0.2647609204111977
1061,APPR,PREP,durch,2.0,4.0,pp,4.0,1.85,0.13,0.0,6.0,low,20.04,durch,20.13,20.0,0.001732673,2.73e-06,0,0,0,0,0,0.129999999999999,0,2,549.1517,0.2404418534662382,5.456,4.045,0.41494670537494277
1062,ART,ART,die,7.0,0.0,det,5.0,1.25,0.22,1.0,6.0,low,20.16,die,20.35,20.13,0.109653465,6e-05,0,0,0,0,0,0.2200000000000024,0,1,549.2717,2.3344464248001264,5.654,0.775,-0.10500489538102462
1063,ADJA,ADJA,breit,7.0,10.0,attr,6.0,1.7,0.43,2.0,6.0,low,20.47,breiten,20.78,20.35,0.000990099,1.7e-06,1,1,1,1,1,0.4299999999999997,1,3,549.5817000000002,3.1618548333496763,7.987,7.064,1.3800921331686178
1064,NN,N,Geschäftsstra_,4.0,30.0,pn,7.0,4.45,0.85,0.0,6.0,low,20.81,Geschäftsstra_en,21.63,20.78,0.000247525,5.09e-07,0,1,1,0,0,0.8499999999999979,1,4,549.9217,0.033461904575959725,7.426,1.656,0.4820489549215337
1065,ART,ART,die,10.0,0.0,det,8.0,1.15,0.17,1.0,6.0,low,21.66,der,21.8,21.63,0.109653465,6e-05,0,0,0,0,0,0.1700000000000017,0,1,550.7717,-0.07485639847287512,4.919,0.7190000000000001,0.7664747203714236
1066,ADJA,ADJA,englisch,10.0,12.0,attr,9.0,2.55,0.36,2.0,6.0,low,21.8,englischen,22.16,21.8,0.00049505,9.33e-07,1,1,1,0,0,0.35999999999999943,1,4,550.9117,-0.2999385268706773,8.071,9.878,0.5790398193819879
1067,NN,N,Bazarhäuser,7.0,30.0,gmod,10.0,4.95,0.8,0.0,6.0,low,22.2,Bazarhäuser,22.96,22.16,0.000247525,5.09e-07,0,1,1,0,0,0.8000000000000007,1,4,551.3117000000002,0.20808043118833885,7.381,1.639,0.9854074906604469
1068,ADV,ADV,kaum,2.0,7.0,adv,11.0,1.45,0.28,0.0,6.0,low,23.02,kaum,23.24,22.96,0.000990099,1.7e-06,1,1,1,0,0,0.2799999999999976,1,3,552.1317,1.8239176938635968,5.539,4.405,0.3621137513252578
1069,ADV,ADV,vorwärts,2.0,12.0,adv,12.0,2.5,0.55,0.0,6.0,low,23.33,vorwärts,23.88,23.33,0.000742574,1.32e-06,1,1,1,0,0,0.5500000000000007,1,4,552.4417000000002,0.6832805632698519,5.303999999999999,2.77,-0.11962609763789508
1070,KOUS,KOUS,bis,24.0,4.0,konj,14.0,1.6,0.26,1.0,6.0,low,24.5,bis,24.7,24.44,0.000742574,1.32e-06,0,0,0,0,0,0.259999999999998,0,2,553.6117,-0.5229378651366635,1.8359999999999999,4.867,0.5496075359044515
1071,PPER,PRO,er,24.0,3.0,subj,15.0,1.15,0.19,2.0,6.0,low,24.8,er,24.99,24.8,0.025,2.28e-05,0,1,0,0,0,0.18999999999999773,0,2,553.9117,-0.5781050591942976,5.648,1.831,1.3519665521770856
1072,APPRART,PREP,in,24.0,1.0,pp,16.0,1.8,0.07,3.0,6.0,low,24.99,im,25.06,24.99,0.019059406,1.87e-05,0,0,0,0,0,0.07000000000000027,0,1,554.1017,-0.5004129003386952,5.614,1.169,-0.04059552273285182
1073,NN,N,Hafen,16.0,11.0,pn,17.0,1.5,0.52,3.0,6.0,low,25.13,Hafen,25.58,25.06,0.000247525,5.09e-07,0,1,1,0,0,0.5199999999999996,1,3,554.2417,-0.6117791763201289,6.721,6.593,0.2875517126880467
1074,ADJD,ADV,zufällig,24.0,10.0,adv,18.0,2.8,0.56,4.0,6.0,low,25.67,zufällig,26.14,25.58,0.000247525,5.09e-07,1,1,1,0,0,0.5600000000000023,1,3,554.7817,-0.610029454316191,6.2589999999999995,7.061,-0.16786938225523496
1075,ART,ART,eine,20.0,3.0,det,19.0,1.0,0.31,5.0,6.0,low,26.14,einen,26.45,26.14,0.018564356,1.83e-05,0,0,0,0,0,0.3099999999999987,0,2,555.2517,-0.6210496458845091,6.4510000000000005,3.071,0.04468031863680953
1076,NN,N,Mann,24.0,6.0,obja,20.0,1.3,0.29,5.0,6.0,low,26.53,Mann,26.74,26.45,0.001237624,2.05e-06,0,1,1,0,0,0.28999999999999915,1,2,555.6417,-0.5965031411675129,8.09,6.046,0.18495763753815925
1077,APPR,PREP,aus,24.0,3.0,pp,21.0,1.0,0.29,6.0,6.0,low,26.74,aus,27.03,26.74,0.003960396,5.42e-06,0,0,0,0,0,0.2900000000000027,0,2,555.8517,-0.5595530514990502,5.4060000000000015,2.037,-0.16368414337645568
1078,PPOSAT,ART,seine,23.0,5.0,det,22.0,1.7,0.34,7.0,6.0,low,27.03,seinem,27.37,27.03,0.012376238,1.35e-05,0,0,0,0,0,0.33999999999999986,0,2,556.1417,-0.6099910122440088,6.23,2.56,0.2727994812793441
1079,NN,N,Ort,21.0,8.0,pn,23.0,1.55,0.36,6.0,6.0,low,27.37,Orte,27.73,27.37,0.000247525,5.09e-07,0,1,1,0,0,0.35999999999999943,1,3,556.4817,-0.5719834433913675,7.67,10.168,0.09645660178182312
1080,VVFIN,V,treffen,2.0,9.0,neb,24.0,1.6,0.35,0.0,6.0,low,27.84,traf,28.08,27.73,0.00049505,9.33e-07,1,1,1,0,0,0.3499999999999979,1,3,556.9517000000002,-0.5378737865483859,5.06,2.589,0.18157430232904975
1081,PRELS,PRO,die,30.0,0.0,subj,26.0,1.15,0.16,1.0,6.0,low,28.62,der,28.72,28.56,0.109653465,6e-05,0,1,0,0,0,0.16000000000000014,0,1,557.7317,1.7504422520185472,3.852,1.439,0.7540043684183916
1082,PPER,PRO,er,30.0,3.0,objd,27.0,1.55,0.22,2.0,6.0,low,28.72,ihm,28.94,28.72,0.025,2.28e-05,0,1,0,0,0,0.2200000000000024,0,2,557.8317000000002,2.6102289653519626,7.943,2.472,-0.062101109869569224
1083,ART,ART,die,29.0,0.0,det,28.0,1.25,0.13,3.0,6.0,low,28.98,die,29.07,28.94,0.109653465,6e-05,0,0,0,0,0,0.129999999999999,0,1,558.0917000000002,1.2846665191429203,6.151,1.074,-0.3232602281517586
1084,NN,N,Flussschiffer,30.0,22.0,obja,29.0,3.3,0.64,3.0,6.0,low,29.13,Flussschiffer,29.77,29.13,0.001237624,2.05e-06,0,1,1,0,0,0.6400000000000006,1,4,558.2417,0.014689424182307126,7.9270000000000005,1.847,0.12457418645585523
1085,VVFIN,V,zeigen,23.0,8.0,rel,30.0,2.5,0.47,0.0,6.0,low,29.84,zeigte,30.24,29.77,0.000742574,1.32e-06,1,1,1,1,1,0.4699999999999989,1,3,558.9517000000002,-0.3359306554183124,6.465,6.449,-0.3970379207354953
1086,PRELS,PRO,die,47.0,0.0,subj,32.0,1.25,0.16,1.0,6.0,low,30.75,die,30.88,30.72,0.109653465,6e-05,0,1,0,0,0,0.16000000000000014,0,1,559.8617,0.1451377599339645,6.6979999999999995,0.863,-0.3183089052682016
1087,ADV,ADV,bereits,46.0,6.0,adv,33.0,1.95,0.42,2.0,6.0,low,30.91,bereits,31.3,30.88,0.000247525,5.09e-07,1,1,1,1,1,0.4200000000000017,1,2,560.0217,-0.10770419137850296,7.665,4.007,0.6139788375280659
1088,APPR,PREP,vor,46.0,4.0,pp,34.0,1.2,0.23,3.0,6.0,low,31.3,vor,31.53,31.3,0.002970297,4.28e-06,0,0,0,0,0,0.23000000000000045,0,2,560.4117,-0.20235435712182628,5.669,1.7590000000000001,0.14931200413704562
1089,CARD,CARD,zwei,36.0,5.0,attr,35.0,1.85,0.39,4.0,6.0,low,31.67,zwei,31.92,31.53,0.00049505,9.33e-07,0,1,1,0,0,0.39000000000000057,0,2,560.7817,-0.3506962285399634,6.032,1.089,0.541507966083348
1090,NN,N,Tag,34.0,7.0,pn,36.0,1.3,0.45,3.0,6.0,low,31.95,Tagen,32.37,31.92,0.004455446,5.97e-06,0,1,1,0,0,0.4499999999999957,1,3,561.0617000000002,-0.5887455179562349,4.896,3.832,0.3242914587332152
1091,ART,ART,die,39.0,0.0,det,37.0,1.25,0.12,4.0,6.0,low,32.4,die,32.49,32.37,0.109653465,6e-05,0,0,0,0,0,0.12000000000000455,0,1,561.5117,-0.5173413105945279,6.685,1.554,-0.20211591159247402
1092,ADJA,ADJA,gro_,39.0,8.0,attr,38.0,1.7,0.46,5.0,6.0,low,32.61,gro_e,32.95,32.49,0.002475248,3.68e-06,1,1,1,0,0,0.4600000000000009,1,3,561.7217,-0.6307921196156323,7.949,5.251,0.3129556427607873
1093,NN,N,Glocke,46.0,12.0,obja,39.0,1.7,0.43,4.0,6.0,low,33.06,Glocke,33.38,32.95,0.006435644,8.04e-06,0,1,1,0,0,0.4299999999999997,1,4,562.1717000000001,-0.35790669619558685,7.642,1.614,0.2835638734550781
1094,APPR,PREP,aus,46.0,3.0,pp,40.0,1.0,0.21,5.0,6.0,low,33.66,aus,33.87,33.66,0.003960396,5.42e-06,0,0,0,1,0,0.21000000000000085,0,2,562.7717,0.9866845928265504,6.761,3.1039999999999996,1.619355393328887
1095,ART,ART,die,42.0,0.0,det,41.0,1.6,0.17,6.0,6.0,low,33.97,dem,34.11,33.94,0.109653465,6e-05,0,0,0,0,0,0.1700000000000017,0,1,563.0817000000002,0.3885763103155425,5.555,0.988,0.2694949094687342
1096,NN,N,Wasser,40.0,8.0,pn,42.0,1.5,0.35,5.0,6.0,low,34.16,Wasser,34.46,34.11,0.000742574,1.32e-06,0,1,1,0,0,0.3500000000000014,1,3,563.2717,0.6314713678315746,8.032,8.461,0.47437421250080736
1097,APPR,PREP,an,46.0,4.0,objp,43.0,1.2,0.31,6.0,6.0,low,34.46,an,34.77,34.46,0.008415842,9.95e-06,0,0,0,1,0,0.3100000000000023,0,2,563.5717000000002,2.0842034685279334,6.331,2.9389999999999996,0.21880047662279714
1098,ART,ART,die,45.0,0.0,det,44.0,1.2,0.14,7.0,6.0,low,34.8,das,34.91,34.77,0.109653465,6e-05,0,0,0,0,0,0.13999999999999346,0,1,563.9117,2.9551115643056183,5.8870000000000005,3.4139999999999997,0.4596551146465723
1099,NN,N,Land,43.0,7.0,pn,45.0,1.25,0.25,6.0,6.0,low,35.08,Land,35.22,34.97,0.000742574,1.32e-06,0,1,1,0,0,0.25,1,3,564.1917000000002,0.6069267563366475,7.641,5.7860000000000005,0.6264049293967907
1100,VVPP,V,bringen,47.0,7.0,aux,46.0,1.9,0.37,2.0,6.0,low,35.33,gebracht,35.59,35.22,0.00049505,9.33e-07,1,1,1,0,0,0.37000000000000455,1,3,564.4417000000002,0.625478523056703,6.055,5.027,-0.31617265914536685
1101,VAFIN,V,haben,29.0,4.0,rel,47.0,1.05,0.24,0.0,6.0,low,35.73,hatten,35.91,35.67,0.004950495,6.5000000000000004e-06,1,1,1,0,0,0.2399999999999949,0,2,564.8417000000002,1.731059356055079,4.246,2.74,-0.553527541267964
1102,NE,N,Samir,2.0,15.0,subj,1.0,1.85,0.63,1.0,6.0,low,37.32,Samir,37.95,37.32,0.013861386000000002,1.47e-05,0,1,1,0,0,0.6300000000000026,1,4,566.4317000000002,-0.49450392397191895,5.939,10.615,1.3872737879342256
1103,VAFIN,V,sein,0.0,4.0,root,2.0,1.1,0.26,0.0,6.0,low,37.99,war,38.21,37.95,0.011386138999999998,1.26e-05,1,1,1,0,0,0.259999999999998,0,2,567.1017,-0.40319040563898667,7.307,2.498,0.8125284848129012
1104,ADJD,ADV,stolz,2.0,10.0,pred,3.0,1.9,0.76,0.0,6.0,low,38.46,stolz,38.97,38.21,0.000742574,1.32e-06,1,1,1,1,1,0.7599999999999979,1,3,567.5717000000002,-0.17715172251118882,5.5729999999999995,3.6039999999999996,-0.004540775912614668
1105,KOUS,KOUS,dass,19.0,4.0,konj,5.0,1.15,0.17,1.0,6.0,low,39.29,dass,39.41,39.24,0.004950495,6.5000000000000004e-06,0,0,0,0,0,0.1699999999999946,0,2,568.4017,-0.5185864198624649,5.401,7.199,0.2165792654877985
1106,ART,ART,die,7.0,0.0,det,6.0,1.25,0.16,2.0,6.0,low,39.49,die,39.62,39.46,0.109653465,6e-05,0,0,0,0,0,0.1599999999999966,0,1,568.6017,-0.5464935522533476,4.5680000000000005,0.585,-0.032674569521730014
1107,NN,N,Glocke,19.0,12.0,subj,7.0,1.7,0.42,2.0,6.0,low,39.73,Glocke,40.04,39.62,0.006435644,8.04e-06,0,1,1,0,0,0.4200000000000017,1,4,568.8417000000002,-0.5595033565056481,7.765,1.767,0.578913503506643
1108,APPR,PREP,von,7.0,2.0,pp,8.0,1.0,0.16,2.0,6.0,low,40.04,von,40.2,40.04,0.012376238,1.35e-05,0,0,0,0,0,0.1600000000000037,0,1,569.1517,-0.2698952417807427,5.96,2.499,0.6049331207798575
1109,ART,ART,die,10.0,0.0,det,9.0,1.25,0.21,3.0,6.0,low,40.23,den,40.41,40.2,0.109653465,6e-05,0,0,0,0,0,0.20999999999999366,0,1,569.3417000000002,0.2338436056578911,6.567,1.335,0.9855554897082872
1110,NN,N,Einheimische,8.0,13.0,pn,10.0,2.9,0.7,2.0,6.0,low,40.41,Einheimischen,41.11,40.41,0.000247525,5.09e-07,0,1,1,0,0,0.7000000000000028,1,4,569.5217,-0.2950267545339333,7.803,10.196,0.3237255745120814
1111,KON,KON,und,8.0,1.0,kon,11.0,1.45,0.18,2.0,6.0,low,41.11,und,41.29,41.11,0.048514851,3.63e-05,0,0,0,1,0,0.17999999999999972,0,1,570.2217,-0.19354149586275515,6.176,0.228,-0.1397940004626876
1112,PTKNEG,PTKNEG,nicht,13.0,3.0,adv,12.0,1.5,0.37,3.0,6.0,low,41.42,nicht,41.71,41.34,0.004455446,5.97e-06,0,0,0,0,0,0.36999999999999744,0,2,570.5317,0.3064611034720545,6.1979999999999995,0.039,0.09669082485481664
1113,APPR,PREP,von,11.0,2.0,cj,13.0,1.0,0.11,2.0,6.0,low,41.71,von,41.82,41.71,0.012376238,1.35e-05,0,0,0,0,0,0.10999999999999943,0,1,570.8217000000002,0.0008844164395799824,5.051,2.891,0.2965485349171342
1114,ART,ART,die,16.0,0.0,det,14.0,1.25,0.18,3.0,6.0,low,41.85,den,42.0,41.82,0.109653465,6e-05,0,0,0,0,0,0.17999999999999972,0,1,570.9617000000002,0.160785254138837,6.218999999999999,1.3459999999999999,0.2385412086109835
1115,ADJA,ADJA,fremd,16.0,11.0,attr,15.0,2.15,0.35,4.0,6.0,low,42.05,fremden,42.4,42.05,0.00049505,9.33e-07,1,1,1,0,0,0.3500000000000014,1,3,571.1617,-0.16111652757623876,7.815,9.842,0.04822917030504653
1116,NN,N,England,13.0,9.0,pn,16.0,3.0,0.5,2.0,6.0,low,42.4,Engländern,42.9,42.4,0.0014851489999999998,2.39e-06,0,1,1,0,0,0.5,1,3,571.5117,-0.5496661771253344,7.511,1.609,0.45610996274648913
1117,VVPP,V,retten,18.0,9.0,aux,17.0,1.75,0.34,3.0,6.0,low,42.93,gerettet,43.24,42.9,0.00049505,9.33e-07,1,1,1,0,0,0.3400000000000034,1,3,572.0417,-0.6083490561116811,5.852,7.176,0.01766710730925636
1118,VAPP,V,werden,19.0,3.0,aux,18.0,1.65,0.28,3.0,6.0,low,43.34,worden,43.58,43.3,0.003217822,4.57e-06,1,1,1,0,0,0.28000000000000114,0,2,572.4517000000002,-0.4192786860481773,3.7889999999999997,1.041,-0.14393180352704524
1119,VAFIN,V,sein,2.0,4.0,objc,19.0,1.1,0.3,0.0,6.0,low,43.63,war,43.88,43.58,0.011386138999999998,1.26e-05,1,1,1,0,0,0.30000000000000426,0,2,572.7417,0.2542228690596676,4.041,3.145,-0.2174882598508537
1120,KON,KON,und,19.0,1.0,kon,21.0,1.45,0.13,0.0,6.0,low,44.25,und,44.38,44.25,0.048514851,3.63e-05,0,0,0,0,0,0.13000000000000256,0,1,573.3617,-0.21931870866484648,1.4369999999999998,0.612,-0.18165404658531067
1121,PPER,PRO,er,23.0,3.0,subj,22.0,1.15,0.22,1.0,6.0,low,44.38,er,44.6,44.38,0.025,2.28e-05,0,1,0,1,0,0.21999999999999886,0,2,573.4917,-0.2767322593707908,5.724,1.65,-0.17231914019148417
1122,VVFIN,V,vergessen,21.0,9.0,cj,23.0,1.9,0.57,0.0,6.0,low,44.6,verga_,45.17,44.6,0.00049505,9.33e-07,1,1,1,0,0,0.5700000000000003,1,3,573.7117000000002,-0.5193391388126546,6.144,10.162,0.4921219041335459
1123,APPR,PREP,in,23.0,1.0,pp,24.0,1.7,0.13,0.0,6.0,low,45.17,in,45.3,45.17,0.019059406,1.87e-05,0,0,0,0,0,0.12999999999999545,0,1,574.2817,-0.6084179841679476,5.426,1.597,0.008005520745647707
1124,PPOSAT,ART,seine,26.0,5.0,det,25.0,1.2,0.325,1.0,6.0,low,45.3,seiner,45.625,45.3,0.012376238,1.35e-05,0,0,0,0,0,0.32500000000000284,0,2,574.4117,-0.6241499050953584,5.349,1.66,0.3885414570721649
1125,NN,N,Freude,24.0,9.0,pn,26.0,1.85,0.575,0.0,6.0,low,45.625,Freude,46.2,45.625,0.000247525,5.09e-07,0,1,1,0,0,0.5750000000000028,1,3,574.7367,-0.6434475427423997,7.5829999999999975,1.683,0.16305198331186124
1126,KOUS,KOUS,dass,32.0,4.0,konj,28.0,1.15,0.17,1.0,6.0,low,46.58,dass,46.7,46.53,0.004950495,6.5000000000000004e-06,0,0,0,0,0,0.1700000000000017,0,2,575.6917000000002,-0.5868409474832332,3.553,6.669,-0.0693338514465721
1127,PPER,PRO,er,32.0,3.0,subj,29.0,1.15,0.32,2.0,6.0,low,46.92,er,47.24,46.92,0.025,2.28e-05,0,1,0,0,0,0.3200000000000003,0,2,576.0317,-0.0998686833743701,4.6080000000000005,1.2890000000000001,2.007839955966832
1128,PTKNEG,PTKNEG,nicht,31.0,3.0,adv,30.0,1.5,0.23,3.0,6.0,low,47.31,nicht,47.47,47.24,0.004455446,5.97e-06,0,0,0,0,0,0.2299999999999969,0,2,576.4217000000001,-0.3952755745046799,5.466,0.01,-0.25523498545041295
1129,VVPP,V,mithelfen,32.0,14.0,aux,31.0,3.6,0.65,3.0,6.0,low,47.58,mitgeholfen,48.19,47.54,0.000742574,1.32e-06,1,1,1,0,0,0.6499999999999986,1,4,576.6917000000002,-0.3363523576601918,6.0889999999999995,9.14,-0.15192360894963733
1130,VAFIN,V,haben,23.0,4.0,objc,32.0,1.0,0.27,0.0,6.0,low,48.23,hatte,48.46,48.19,0.004950495,6.5000000000000004e-06,1,1,1,0,0,0.2700000000000031,0,2,577.3417000000002,-0.4503737299756286,3.795,1.922,-0.4815309076723039
1131,PPOSAT,ART,seine,2.0,5.0,det,1.0,1.0,0.33,1.0,6.0,low,50.11,Sein,50.44,50.11,0.012376238,1.35e-05,0,0,0,0,0,0.3299999999999983,0,2,579.2217,-0.6623721181667241,5.939,3.8680000000000003,0.21352319096673122
1132,NN,N,Wunsch,6.0,9.0,subj,2.0,1.8,0.365,1.0,6.0,low,50.5,Wunsch,50.805,50.44,0.000247525,5.09e-07,0,1,1,0,0,0.365000000000002,1,3,579.6117,-0.6727805257616869,7.6,1.7469999999999999,0.1318312692087864
1133,VVIZU,V,mithelfen,2.0,14.0,obji,4.0,4.15,0.795,1.0,6.0,low,50.86,mitzuhelfen,51.6,50.805,0.000742574,1.32e-06,1,1,1,0,0,0.7950000000000017,1,4,579.9717,-0.6477456373989521,6.6,2.69,-0.26295149530117207
1134,VAFIN,V,sein,0.0,4.0,root,6.0,1.1,0.28,0.0,6.0,low,52.15,war,52.37,52.09,0.011386138999999998,1.26e-05,1,1,1,0,0,0.27999999999999403,0,2,581.2617,-0.5962368374507557,5.779,3.085,1.992762930774454
1135,ADV,ADV,aber,10.0,4.0,adv,7.0,1.45,0.28,1.0,6.0,low,52.37,aber,52.65,52.37,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.28000000000000114,0,2,581.4817,0.2837632023952741,4.209,3.051,1.630055183858363
1136,ADV,ADV,so,9.0,4.0,adv,8.0,1.25,0.33,2.0,6.0,low,52.65,so,52.98,52.65,0.003960396,5.42e-06,1,1,1,0,0,0.3299999999999983,0,2,581.7617,1.3985781573346634,5.593,3.094,0.6098606917514193
1137,ADJD,ADV,gro_,10.0,8.0,pred,9.0,1.6,0.44,2.0,6.0,low,53.11,gro_,53.42,52.98,0.002475248,3.68e-06,1,1,1,1,1,0.4400000000000048,1,3,582.2217,0.716216035076596,5.8389999999999995,4.303,0.7972372450289279
